FileName,Molecule,MinStartTime,MaxEndTime
C30_QC_01.d,TAG(42:1_FA18:1),13.5100,13.8800
C30_QC_02.d,TAG(42:1_FA18:1),13.5100,13.9400
C30_QC_00.d,TAG(42:2_FA18:2),13.3000,15.0700
C30_QC_01.d,TAG(42:2_FA18:2),13.2400,13.6600
C30_QC_02.d,TAG(42:2_FA18:2),13.2400,13.6000
C30_QC_00.d,TAG(44:0_FA14:0),14.2400,14.6100
C30_QC_01.d,TAG(44:0_FA14:0),14.2100,14.5500
C30_QC_02.d,TAG(44:0_FA14:0),14.1800,14.5500
C30_QC_00.d,TAG(44:0_FA16:0),14.2400,14.6100
C30_QC_01.d,TAG(44:0_FA16:0),14.2100,14.5800
C30_QC_02.d,TAG(44:0_FA16:0),14.2100,14.5800
C30_QC_00.d,TAG(44:0_FA18:0),14.2700,14.6400
C30_QC_01.d,TAG(44:0_FA18:0),14.2400,14.6100
C30_QC_02.d,TAG(44:0_FA18:0),14.2100,14.6100
C30_QC_00.d,TAG(44:1_FA14:0),13.8800,14.2400
C30_QC_01.d,TAG(44:1_FA14:0),13.8500,14.2100
C30_QC_02.d,TAG(44:1_FA14:0),13.8500,14.2100
C30_QC_00.d,TAG(44:1_FA16:0),13.9100,14.2700
C30_QC_01.d,TAG(44:1_FA16:0),13.8500,14.2400
C30_QC_02.d,TAG(44:1_FA16:0),13.8500,14.2100
C30_QC_00.d,TAG(44:1_FA16:1),13.8800,14.2700
C30_QC_01.d,TAG(44:1_FA16:1),13.8500,14.2100
C30_QC_02.d,TAG(44:1_FA16:1),13.8500,14.2100
C30_QC_00.d,TAG(44:1_FA18:1),13.8800,14.2700
C30_QC_01.d,TAG(44:1_FA18:1),13.8500,14.2100
C30_QC_02.d,TAG(44:1_FA18:1),13.8500,14.2100
C30_QC_00.d,TAG(44:2_FA14:0),13.5700,14.0000
C30_QC_01.d,TAG(44:2_FA14:0),13.5400,13.9100
C30_QC_02.d,TAG(44:2_FA14:0),13.5400,13.9400
C30_QC_00.d,TAG(44:2_FA16:0),13.6000,14.0300
C30_QC_01.d,TAG(44:2_FA16:0),13.5700,13.9700
C30_QC_02.d,TAG(44:2_FA16:0),13.5700,13.9700
C30_QC_00.d,TAG(44:2_FA16:1),13.5400,13.9700
C30_QC_01.d,TAG(44:2_FA16:1),13.5400,13.9100
C30_QC_02.d,TAG(44:2_FA16:1),13.5100,13.9100
C30_QC_00.d,TAG(44:2_FA18:1),13.5700,14.0000
C30_QC_01.d,TAG(44:2_FA18:1),13.5400,13.9400
C30_QC_02.d,TAG(44:2_FA18:1),13.5400,13.9100
C30_QC_00.d,TAG(44:2_FA18:2),13.6000,13.9700
C30_QC_01.d,TAG(44:2_FA18:2),13.5700,13.9400
C30_QC_02.d,TAG(44:2_FA18:2),13.5400,13.9400
C30_QC_00.d,TAG(44:3_FA18:2),13.3000,13.7800
C30_QC_01.d,TAG(44:3_FA18:2),13.2300,13.6900
C30_QC_02.d,TAG(44:3_FA18:2),13.2300,15.0400
C30_QC_00.d,TAG(45:0_FA14:0),14.2400,14.7900
C30_QC_01.d,TAG(45:0_FA14:0),14.2100,14.7600
C30_QC_02.d,TAG(45:0_FA14:0),14.3300,14.7600
C30_QC_00.d,TAG(45:0_FA16:0),14.2700,14.7900
C30_QC_01.d,TAG(45:0_FA16:0),14.0900,14.7600
C30_QC_02.d,TAG(45:0_FA16:0),14.2700,14.7600
C30_QC_00.d,TAG(45:1_FA16:0),14.0600,14.4600
C30_QC_01.d,TAG(45:1_FA16:0),13.9400,14.3900
C30_QC_02.d,TAG(45:1_FA16:0),14.0000,14.4300
C30_QC_00.d,TAG(45:1_FA18:1),14.0000,14.3900
C30_QC_01.d,TAG(45:1_FA18:1),13.9700,14.3900
C30_QC_02.d,TAG(45:1_FA18:1),13.9700,14.3900
C30_QC_00.d,TAG(46:0_FA14:0),14.6400,15.0000
C30_QC_01.d,TAG(46:0_FA14:0),14.6100,14.9400
C30_QC_02.d,TAG(46:0_FA14:0),14.5800,14.9700
C30_QC_00.d,TAG(46:0_FA16:0),14.6400,15.0000
C30_QC_01.d,TAG(46:0_FA16:0),14.5800,14.9400
C30_QC_02.d,TAG(46:0_FA16:0),14.5800,14.9400
C30_QC_00.d,TAG(46:0_FA18:0),14.6400,15.0300
C30_QC_01.d,TAG(46:0_FA18:0),14.6100,14.9700
C30_QC_02.d,TAG(46:0_FA18:0),14.6100,15.0000
C30_QC_00.d,TAG(46:1_FA14:0),14.2400,14.5800
C30_QC_01.d,TAG(46:1_FA14:0),14.2100,14.5500
C30_QC_02.d,TAG(46:1_FA14:0),14.1800,14.5500
C30_QC_00.d,TAG(46:1_FA16:0),14.2400,14.6100
C30_QC_01.d,TAG(46:1_FA16:0),14.2100,14.5800
C30_QC_02.d,TAG(46:1_FA16:0),14.2100,14.5800
C30_QC_00.d,TAG(46:1_FA16:1),14.2400,14.6100
C30_QC_01.d,TAG(46:1_FA16:1),14.2100,14.5800
C30_QC_02.d,TAG(46:1_FA16:1),14.2100,14.5500
C30_QC_00.d,TAG(46:1_FA18:0),14.2700,14.6400
C30_QC_01.d,TAG(46:1_FA18:0),14.2400,14.6100
C30_QC_02.d,TAG(46:1_FA18:0),14.2100,14.5800
C30_QC_00.d,TAG(46:1_FA18:1),14.2400,14.6100
C30_QC_01.d,TAG(46:1_FA18:1),14.2100,14.5500
C30_QC_02.d,TAG(46:1_FA18:1),14.2100,14.5500
C30_QC_00.d,TAG(46:2_FA14:0),13.9100,14.2700
C30_QC_01.d,TAG(46:2_FA14:0),13.8700,14.2400
C30_QC_02.d,TAG(46:2_FA14:0),13.8700,14.2400
C30_QC_00.d,TAG(46:2_FA16:0),13.9400,14.3000
C30_QC_01.d,TAG(46:2_FA16:0),13.9100,14.2700
C30_QC_02.d,TAG(46:2_FA16:0),13.9100,14.2700
C30_QC_00.d,TAG(46:2_FA16:1),13.9100,14.2700
C30_QC_01.d,TAG(46:2_FA16:1),13.8400,14.2400
C30_QC_02.d,TAG(46:2_FA16:1),13.8400,14.2400
C30_QC_00.d,TAG(46:2_FA18:1),13.9100,14.2700
C30_QC_01.d,TAG(46:2_FA18:1),13.8400,14.2400
C30_QC_02.d,TAG(46:2_FA18:1),13.8400,14.2400
C30_QC_00.d,TAG(46:2_FA18:2),13.9400,14.3000
C30_QC_01.d,TAG(46:2_FA18:2),13.9100,14.2700
C30_QC_02.d,TAG(46:2_FA18:2),13.9100,14.2400
C30_QC_00.d,TAG(46:3_FA14:0),13.6300,14.0300
C30_QC_01.d,TAG(46:3_FA14:0),13.5700,14.0000
C30_QC_02.d,TAG(46:3_FA14:0),13.5700,13.9700
C30_QC_00.d,TAG(46:3_FA16:0),13.6900,14.1200
C30_QC_01.d,TAG(46:3_FA16:0),13.6300,14.0300
C30_QC_02.d,TAG(46:3_FA16:0),13.6600,14.0600
C30_QC_00.d,TAG(46:3_FA16:1),13.6000,14.0300
C30_QC_01.d,TAG(46:3_FA16:1),13.5400,13.9700
C30_QC_02.d,TAG(46:3_FA16:1),13.5400,13.9700
C30_QC_00.d,TAG(46:3_FA18:1),13.6000,14.0300
C30_QC_01.d,TAG(46:3_FA18:1),13.5700,13.9700
C30_QC_02.d,TAG(46:3_FA18:1),13.5700,13.9700
C30_QC_00.d,TAG(46:3_FA18:2),13.6000,14.0000
C30_QC_01.d,TAG(46:3_FA18:2),13.5700,13.9400
C30_QC_02.d,TAG(46:3_FA18:2),13.5700,14.0000
C30_QC_00.d,TAG(46:3_FA18:3),13.6900,14.0900
C30_QC_01.d,TAG(46:3_FA18:3),13.6600,14.0300
C30_QC_02.d,TAG(46:3_FA18:3),13.6600,14.0300
C30_QC_00.d,TAG(46:4_FA18:2),13.3300,15.1000
C30_QC_01.d,TAG(46:4_FA18:2),13.2900,15.0700
C30_QC_02.d,TAG(46:4_FA18:2),13.2900,15.0700
C30_QC_00.d,TAG(47:0_FA14:0),14.4500,15.1900
C30_QC_01.d,TAG(47:0_FA14:0),14.4200,15.1600
C30_QC_02.d,TAG(47:0_FA14:0),14.7300,15.1300
C30_QC_00.d,TAG(47:0_FA16:0),14.8200,15.1900
C30_QC_01.d,TAG(47:0_FA16:0),14.7300,15.1600
C30_QC_02.d,TAG(47:0_FA16:0),14.7300,15.1600
C30_QC_00.d,TAG(47:0_FA17:0),14.7900,15.2200
C30_QC_01.d,TAG(47:0_FA17:0),14.5100,15.1900
C30_QC_02.d,TAG(47:0_FA17:0),14.7300,15.1600
C30_QC_00.d,TAG(47:1_FA14:0),14.3900,14.7900
C30_QC_01.d,TAG(47:1_FA14:0),14.3600,14.7600
C30_QC_02.d,TAG(47:1_FA14:0),14.3300,14.7300
C30_QC_00.d,TAG(47:1_FA16:0),14.4200,14.8200
C30_QC_01.d,TAG(47:1_FA16:0),14.3600,14.7600
C30_QC_02.d,TAG(47:1_FA16:0),14.3600,14.7600
C30_QC_00.d,TAG(47:1_FA16:1),14.1500,14.8200
C30_QC_01.d,TAG(47:1_FA16:1),14.3900,14.7600
C30_QC_02.d,TAG(47:1_FA16:1),14.3600,14.7600
C30_QC_00.d,TAG(47:1_FA17:0),14.1800,14.7900
C30_QC_01.d,TAG(47:1_FA17:0),14.3600,14.7600
C30_QC_02.d,TAG(47:1_FA17:0),14.3300,14.7600
C30_QC_00.d,TAG(47:1_FA18:1),14.3900,14.7900
C30_QC_01.d,TAG(47:1_FA18:1),14.3600,14.7600
C30_QC_02.d,TAG(47:1_FA18:1),14.3300,14.7300
C30_QC_00.d,TAG(47:2_FA14:0),14.0900,14.4500
C30_QC_01.d,TAG(47:2_FA14:0),14.0300,14.4200
C30_QC_02.d,TAG(47:2_FA14:0),14.0300,14.4200
C30_QC_00.d,TAG(47:2_FA16:1),14.0600,14.4800
C30_QC_01.d,TAG(47:2_FA16:1),14.0300,14.4200
C30_QC_02.d,TAG(47:2_FA16:1),14.0300,14.4200
C30_QC_00.d,TAG(47:2_FA18:1),14.0300,14.4800
C30_QC_01.d,TAG(47:2_FA18:1),14.0300,14.3900
C30_QC_02.d,TAG(47:2_FA18:1),14.0000,14.4200
C30_QC_00.d,TAG(47:2_FA18:2),14.0900,14.4500
C30_QC_01.d,TAG(47:2_FA18:2),14.0300,14.4200
C30_QC_02.d,TAG(47:2_FA18:2),14.0300,14.4200
C30_QC_00.d,TAG(48:0_FA14:0),14.6000,14.9700
C30_QC_01.d,TAG(48:0_FA14:0),14.5700,14.9400
C30_QC_02.d,TAG(48:0_FA14:0),15.0300,15.4000
C30_QC_00.d,TAG(48:0_FA16:0),15.0900,15.4300
C30_QC_01.d,TAG(48:0_FA16:0),15.0300,15.4000
C30_QC_02.d,TAG(48:0_FA16:0),15.0300,15.4000
C30_QC_00.d,TAG(48:0_FA18:0),15.0900,15.4300
C30_QC_01.d,TAG(48:0_FA18:0),15.0300,15.4000
C30_QC_02.d,TAG(48:0_FA18:0),15.0300,15.4000
C30_QC_00.d,TAG(48:1_FA14:0),14.6000,14.9700
C30_QC_01.d,TAG(48:1_FA14:0),14.5700,14.9400
C30_QC_02.d,TAG(48:1_FA14:0),14.5700,14.9100
C30_QC_00.d,TAG(48:1_FA16:0),14.6300,14.9700
C30_QC_01.d,TAG(48:1_FA16:0),14.5700,14.9400
C30_QC_02.d,TAG(48:1_FA16:0),14.5700,14.9400
C30_QC_00.d,TAG(48:1_FA16:1),14.6300,15.0000
C30_QC_01.d,TAG(48:1_FA16:1),14.6000,14.9700
C30_QC_02.d,TAG(48:1_FA16:1),14.5700,14.9700
C30_QC_00.d,TAG(48:1_FA18:0),14.6300,15.0000
C30_QC_01.d,TAG(48:1_FA18:0),14.6000,14.9700
C30_QC_02.d,TAG(48:1_FA18:0),14.6000,14.9700
C30_QC_00.d,TAG(48:1_FA18:1),14.6000,14.9700
C30_QC_01.d,TAG(48:1_FA18:1),14.5700,14.9400
C30_QC_02.d,TAG(48:1_FA18:1),14.5700,14.9400
C30_QC_00.d,TAG(48:2_FA14:0),14.2700,14.6400
C30_QC_01.d,TAG(48:2_FA14:0),14.2100,14.6000
C30_QC_02.d,TAG(48:2_FA14:0),14.2100,14.6000
C30_QC_00.d,TAG(48:2_FA14:1),14.2700,14.6400
C30_QC_01.d,TAG(48:2_FA14:1),14.2100,14.6000
C30_QC_02.d,TAG(48:2_FA14:1),14.2100,14.5700
C30_QC_00.d,TAG(48:2_FA16:0),14.2700,14.6400
C30_QC_01.d,TAG(48:2_FA16:0),14.2400,14.6000
C30_QC_02.d,TAG(48:2_FA16:0),14.2400,14.6000
C30_QC_00.d,TAG(48:2_FA16:1),14.2400,14.6000
C30_QC_01.d,TAG(48:2_FA16:1),14.2100,14.5700
C30_QC_02.d,TAG(48:2_FA16:1),14.2100,14.5400
C30_QC_00.d,TAG(48:2_FA18:0),13.9600,14.6700
C30_QC_01.d,TAG(48:2_FA18:0),14.2100,14.6400
C30_QC_02.d,TAG(48:2_FA18:0),13.9300,14.6400
C30_QC_00.d,TAG(48:2_FA18:1),14.2400,14.6000
C30_QC_01.d,TAG(48:2_FA18:1),14.2100,14.5700
C30_QC_02.d,TAG(48:2_FA18:1),14.2100,14.5400
C30_QC_00.d,TAG(48:2_FA18:2),14.3000,14.6700
C30_QC_01.d,TAG(48:2_FA18:2),14.2700,14.6000
C30_QC_02.d,TAG(48:2_FA18:2),14.2700,14.6000
C30_QC_00.d,TAG(48:3_FA14:0),13.9300,14.3600
C30_QC_01.d,TAG(48:3_FA14:0),13.9000,14.3000
C30_QC_02.d,TAG(48:3_FA14:0),13.9000,14.3000
C30_QC_00.d,TAG(48:3_FA16:0),13.9600,14.3900
C30_QC_01.d,TAG(48:3_FA16:0),13.9300,14.3600
C30_QC_02.d,TAG(48:3_FA16:0),13.9300,14.3300
C30_QC_00.d,TAG(48:3_FA16:1),13.9300,14.3000
C30_QC_01.d,TAG(48:3_FA16:1),13.8700,14.2700
C30_QC_02.d,TAG(48:3_FA16:1),13.8700,14.2700
C30_QC_00.d,TAG(48:3_FA18:1),13.9300,14.3000
C30_QC_01.d,TAG(48:3_FA18:1),13.9000,14.2700
C30_QC_02.d,TAG(48:3_FA18:1),13.9000,14.2700
C30_QC_00.d,TAG(48:3_FA18:2),13.9300,14.3000
C30_QC_01.d,TAG(48:3_FA18:2),13.9000,14.2700
C30_QC_02.d,TAG(48:3_FA18:2),13.9000,14.2700
C30_QC_00.d,TAG(48:3_FA18:3),14.0600,14.4200
C30_QC_01.d,TAG(48:3_FA18:3),14.0300,14.3900
C30_QC_02.d,TAG(48:3_FA18:3),14.0300,14.3600
C30_QC_00.d,TAG(48:4_FA14:0),13.6900,14.0900
C30_QC_01.d,TAG(48:4_FA14:0),13.6600,14.0900
C30_QC_02.d,TAG(48:4_FA14:0),13.6600,14.0900
C30_QC_00.d,TAG(48:4_FA16:0),13.7200,14.2100
C30_QC_01.d,TAG(48:4_FA16:0),13.6900,14.2700
C30_QC_02.d,TAG(48:4_FA16:0),13.7200,14.1800
C30_QC_00.d,TAG(48:4_FA16:1),13.6600,14.0900
C30_QC_01.d,TAG(48:4_FA16:1),13.6000,14.1800
C30_QC_02.d,TAG(48:4_FA16:1),13.6000,14.0600
C30_QC_00.d,TAG(48:4_FA18:1),13.6900,14.0900
C30_QC_01.d,TAG(48:4_FA18:1),13.6300,14.0000
C30_QC_02.d,TAG(48:4_FA18:1),13.6300,14.0300
C30_QC_00.d,TAG(48:4_FA18:2),13.6300,14.0300
C30_QC_01.d,TAG(48:4_FA18:2),13.6000,14.0000
C30_QC_02.d,TAG(48:4_FA18:2),13.6000,13.9600
C30_QC_00.d,TAG(48:4_FA18:3),13.7200,14.0900
C30_QC_01.d,TAG(48:4_FA18:3),13.6900,14.0600
C30_QC_02.d,TAG(48:4_FA18:3),13.6600,14.0600
C30_QC_00.d,TAG(48:4_FA20:4),13.8100,14.1800
C30_QC_01.d,TAG(48:4_FA20:4),13.7800,14.1500
C30_QC_02.d,TAG(48:4_FA20:4),13.8100,14.1800
C30_QC_00.d,TAG(48:5_FA18:2),13.3800,13.7800
C30_QC_01.d,TAG(48:5_FA18:2),13.3500,13.7800
C30_QC_02.d,TAG(48:5_FA18:2),13.3500,13.8100
C30_QC_00.d,TAG(48:5_FA18:3),13.4200,13.7800
C30_QC_01.d,TAG(48:5_FA18:3),13.3800,13.7200
C30_QC_02.d,TAG(48:5_FA18:3),13.3800,13.7500
C30_QC_00.d,TAG(49:0_FA16:0),15.2100,15.6400
C30_QC_01.d,TAG(49:0_FA16:0),15.1800,15.6100
C30_QC_02.d,TAG(49:0_FA16:0),15.1500,15.5800
C30_QC_00.d,TAG(49:0_FA17:0),15.1800,15.6400
C30_QC_01.d,TAG(49:0_FA17:0),15.1500,15.6100
C30_QC_02.d,TAG(49:0_FA17:0),15.1500,15.6100
C30_QC_00.d,TAG(49:0_FA18:0),15.2400,15.6400
C30_QC_01.d,TAG(49:0_FA18:0),15.1800,15.6100
C30_QC_02.d,TAG(49:0_FA18:0),15.1800,15.6100
C30_QC_00.d,TAG(49:1_FA16:0),14.8200,15.1800
C30_QC_01.d,TAG(49:1_FA16:0),14.7600,15.1500
C30_QC_02.d,TAG(49:1_FA16:0),14.7600,15.1500
C30_QC_00.d,TAG(49:1_FA17:1),14.8200,15.1800
C30_QC_01.d,TAG(49:1_FA17:1),14.7900,15.1500
C30_QC_02.d,TAG(49:1_FA17:1),14.7900,15.1500
C30_QC_00.d,TAG(49:2_FA14:0),14.4200,14.7900
C30_QC_01.d,TAG(49:2_FA14:0),14.3900,14.7900
C30_QC_02.d,TAG(49:2_FA14:0),14.3900,14.7600
C30_QC_00.d,TAG(49:2_FA16:0),14.4500,14.8500
C30_QC_01.d,TAG(49:2_FA16:0),14.4200,14.7900
C30_QC_02.d,TAG(49:2_FA16:0),14.4200,14.7900
C30_QC_00.d,TAG(49:2_FA16:1),14.4200,14.7900
C30_QC_01.d,TAG(49:2_FA16:1),14.3900,14.7600
C30_QC_02.d,TAG(49:2_FA16:1),14.3600,14.7600
C30_QC_00.d,TAG(49:2_FA17:0),14.4200,14.8500
C30_QC_01.d,TAG(49:2_FA17:0),14.3900,14.7900
C30_QC_02.d,TAG(49:2_FA17:0),14.3900,14.7900
C30_QC_00.d,TAG(49:2_FA18:1),14.3900,14.7900
C30_QC_01.d,TAG(49:2_FA18:1),14.3900,14.7600
C30_QC_02.d,TAG(49:2_FA18:1),14.3600,14.7600
C30_QC_00.d,TAG(49:2_FA18:2),14.4500,14.8500
C30_QC_01.d,TAG(49:2_FA18:2),14.4200,14.8200
C30_QC_02.d,TAG(49:2_FA18:2),14.4200,14.7900
C30_QC_00.d,TAG(49:3_FA16:0),14.1500,14.5700
C30_QC_01.d,TAG(49:3_FA16:0),14.1200,14.5100
C30_QC_02.d,TAG(49:3_FA16:0),14.0800,14.5700
C30_QC_00.d,TAG(49:3_FA16:1),14.0800,14.4800
C30_QC_01.d,TAG(49:3_FA16:1),14.0500,14.4200
C30_QC_02.d,TAG(49:3_FA16:1),14.0500,14.4500
C30_QC_00.d,TAG(49:3_FA18:2),14.1200,14.4800
C30_QC_01.d,TAG(49:3_FA18:2),14.0500,14.4500
C30_QC_02.d,TAG(49:3_FA18:2),14.0500,14.4200
C30_QC_00.d,TAG(49:3_FA18:3),14.2100,14.6000
C30_QC_01.d,TAG(49:3_FA18:3),14.1500,14.5400
C30_QC_02.d,TAG(49:3_FA18:3),14.1500,14.5400
C30_QC_00.d,TAG(50:0_FA14:0),15.5500,15.9100
C30_QC_01.d,TAG(50:0_FA14:0),15.4900,15.8800
C30_QC_02.d,TAG(50:0_FA14:0),15.4900,15.8500
C30_QC_00.d,TAG(50:0_FA16:0),15.5200,15.8800
C30_QC_01.d,TAG(50:0_FA16:0),15.4900,15.8500
C30_QC_02.d,TAG(50:0_FA16:0),15.4900,15.8500
C30_QC_00.d,TAG(50:0_FA18:0),15.5200,15.8800
C30_QC_01.d,TAG(50:0_FA18:0),15.4900,15.8500
C30_QC_02.d,TAG(50:0_FA18:0),15.4900,15.8500
C30_QC_00.d,TAG(50:1_FA14:0),14.6000,14.9700
C30_QC_01.d,TAG(50:1_FA14:0),14.5700,14.9100
C30_QC_02.d,TAG(50:1_FA14:0),14.5700,14.9100
C30_QC_00.d,TAG(50:1_FA16:0),15.0600,15.3900
C30_QC_01.d,TAG(50:1_FA16:0),15.0000,15.3600
C30_QC_02.d,TAG(50:1_FA16:0),15.0000,15.3600
C30_QC_00.d,TAG(50:1_FA16:1),14.6300,14.9700
C30_QC_01.d,TAG(50:1_FA16:1),14.5700,14.9400
C30_QC_02.d,TAG(50:1_FA16:1),14.5700,14.9400
C30_QC_00.d,TAG(50:1_FA18:0),15.0600,15.4200
C30_QC_01.d,TAG(50:1_FA18:0),15.0300,15.3900
C30_QC_02.d,TAG(50:1_FA18:0),15.0300,15.3900
C30_QC_00.d,TAG(50:1_FA18:1),15.0600,15.4200
C30_QC_01.d,TAG(50:1_FA18:1),15.0300,15.3600
C30_QC_02.d,TAG(50:1_FA18:1),15.0000,15.3600
C30_QC_00.d,TAG(50:1_FA20:1),15.0600,15.4200
C30_QC_01.d,TAG(50:1_FA20:1),15.0000,15.3600
C30_QC_02.d,TAG(50:1_FA20:1),15.0000,15.3600
C30_QC_00.d,TAG(50:2_FA14:0),14.6000,14.9700
C30_QC_01.d,TAG(50:2_FA14:0),14.5700,14.9400
C30_QC_02.d,TAG(50:2_FA14:0),14.5400,14.9100
C30_QC_00.d,TAG(50:2_FA16:0),14.6300,15.0600
C30_QC_01.d,TAG(50:2_FA16:0),14.6000,15.0300
C30_QC_02.d,TAG(50:2_FA16:0),14.6000,15.0000
C30_QC_00.d,TAG(50:2_FA16:1),14.6300,14.9700
C30_QC_01.d,TAG(50:2_FA16:1),14.5700,14.9400
C30_QC_02.d,TAG(50:2_FA16:1),14.5700,14.9400
C30_QC_00.d,TAG(50:2_FA18:0),14.6300,15.0300
C30_QC_01.d,TAG(50:2_FA18:0),14.5700,15.0000
C30_QC_02.d,TAG(50:2_FA18:0),14.5700,15.0000
C30_QC_00.d,TAG(50:2_FA18:1),14.6000,14.9700
C30_QC_01.d,TAG(50:2_FA18:1),14.5700,14.9400
C30_QC_02.d,TAG(50:2_FA18:1),14.5700,14.9100
C30_QC_00.d,TAG(50:2_FA18:2),14.7200,15.0600
C30_QC_01.d,TAG(50:2_FA18:2),14.6600,15.0300
C30_QC_02.d,TAG(50:2_FA18:2),14.6600,15.0300
C30_QC_00.d,TAG(50:2_FA20:2),14.6600,15.0600
C30_QC_01.d,TAG(50:2_FA20:2),14.6300,15.0300
C30_QC_02.d,TAG(50:2_FA20:2),14.2600,15.0300
C30_QC_00.d,TAG(50:3_FA14:0),14.3000,14.6300
C30_QC_01.d,TAG(50:3_FA14:0),14.2300,14.6000
C30_QC_02.d,TAG(50:3_FA14:0),14.2300,14.6000
C30_QC_00.d,TAG(50:3_FA14:1),14.2600,14.6600
C30_QC_01.d,TAG(50:3_FA14:1),14.2000,14.6300
C30_QC_02.d,TAG(50:3_FA14:1),14.1700,14.6000
C30_QC_00.d,TAG(50:3_FA16:0),14.3000,14.6900
C30_QC_01.d,TAG(50:3_FA16:0),14.2600,14.6600
C30_QC_02.d,TAG(50:3_FA16:0),14.2600,14.6300
C30_QC_00.d,TAG(50:3_FA16:1),14.2600,14.6600
C30_QC_01.d,TAG(50:3_FA16:1),14.2300,14.6000
C30_QC_02.d,TAG(50:3_FA16:1),14.2300,14.6000
C30_QC_00.d,TAG(50:3_FA18:0),14.0500,14.7200
C30_QC_01.d,TAG(50:3_FA18:0),14.2300,14.6900
C30_QC_02.d,TAG(50:3_FA18:0),14.2000,14.6300
C30_QC_00.d,TAG(50:3_FA18:1),14.2600,14.6300
C30_QC_01.d,TAG(50:3_FA18:1),14.2300,14.6000
C30_QC_02.d,TAG(50:3_FA18:1),14.2300,14.6000
C30_QC_00.d,TAG(50:3_FA18:2),14.3000,14.6600
C30_QC_01.d,TAG(50:3_FA18:2),14.2600,14.6000
C30_QC_02.d,TAG(50:3_FA18:2),14.2600,14.6000
C30_QC_00.d,TAG(50:3_FA18:3),14.3900,14.8100
C30_QC_01.d,TAG(50:3_FA18:3),14.3900,14.7500
C30_QC_02.d,TAG(50:3_FA18:3),14.3600,14.7500
C30_QC_00.d,TAG(50:3_FA20:3),14.2300,14.8100
C30_QC_01.d,TAG(50:3_FA20:3),14.2000,14.7500
C30_QC_02.d,TAG(50:3_FA20:3),14.1100,14.7500
C30_QC_00.d,TAG(50:4_FA14:0),13.9900,14.3600
C30_QC_01.d,TAG(50:4_FA14:0),13.9600,14.3300
C30_QC_02.d,TAG(50:4_FA14:0),13.9600,14.3300
C30_QC_00.d,TAG(50:4_FA16:0),14.0500,14.4500
C30_QC_01.d,TAG(50:4_FA16:0),14.0200,14.4200
C30_QC_02.d,TAG(50:4_FA16:0),14.0200,14.4200
C30_QC_00.d,TAG(50:4_FA16:1),13.9600,14.3600
C30_QC_01.d,TAG(50:4_FA16:1),13.9300,14.3300
C30_QC_02.d,TAG(50:4_FA16:1),13.9000,14.3300
C30_QC_00.d,TAG(50:4_FA18:1),13.9900,14.4200
C30_QC_01.d,TAG(50:4_FA18:1),13.9600,14.3900
C30_QC_02.d,TAG(50:4_FA18:1),13.9300,14.3900
C30_QC_00.d,TAG(50:4_FA18:2),13.9900,14.3600
C30_QC_01.d,TAG(50:4_FA18:2),13.9300,14.3000
C30_QC_02.d,TAG(50:4_FA18:2),13.9300,14.3000
C30_QC_00.d,TAG(50:4_FA18:3),14.0500,14.4200
C30_QC_01.d,TAG(50:4_FA18:3),14.0200,14.3900
C30_QC_02.d,TAG(50:4_FA18:3),14.0200,14.3900
C30_QC_00.d,TAG(50:4_FA20:3),14.0200,14.4800
C30_QC_01.d,TAG(50:4_FA20:3),13.9900,14.4200
C30_QC_02.d,TAG(50:4_FA20:3),13.9600,14.4500
C30_QC_00.d,TAG(50:4_FA20:4),14.1700,14.5400
C30_QC_01.d,TAG(50:4_FA20:4),14.1400,14.5100
C30_QC_02.d,TAG(50:4_FA20:4),14.1400,14.5100
C30_QC_00.d,TAG(50:5_FA14:0),13.7500,14.1400
C30_QC_01.d,TAG(50:5_FA14:0),13.7200,14.1100
C30_QC_02.d,TAG(50:5_FA14:0),13.7200,14.1100
C30_QC_00.d,TAG(50:5_FA16:0),13.8400,14.2700
C30_QC_01.d,TAG(50:5_FA16:0),13.7800,14.2400
C30_QC_02.d,TAG(50:5_FA16:0),13.8100,14.2400
C30_QC_00.d,TAG(50:5_FA16:1),13.7200,14.1400
C30_QC_01.d,TAG(50:5_FA16:1),13.6900,14.1400
C30_QC_02.d,TAG(50:5_FA16:1),13.6600,14.1700
C30_QC_00.d,TAG(50:5_FA18:1),13.7500,14.2100
C30_QC_01.d,TAG(50:5_FA18:1),13.7200,14.3300
C30_QC_02.d,TAG(50:5_FA18:1),13.6900,14.2700
C30_QC_00.d,TAG(50:5_FA18:2),13.7200,14.1400
C30_QC_01.d,TAG(50:5_FA18:2),13.6900,14.0800
C30_QC_02.d,TAG(50:5_FA18:2),13.6600,14.0800
C30_QC_00.d,TAG(50:5_FA18:3),13.7500,14.1100
C30_QC_01.d,TAG(50:5_FA18:3),13.6900,14.0800
C30_QC_02.d,TAG(50:5_FA18:3),13.7200,14.0800
C30_QC_00.d,TAG(50:5_FA20:4),13.8400,14.2100
C30_QC_01.d,TAG(50:5_FA20:4),13.8100,14.1400
C30_QC_02.d,TAG(50:5_FA20:4),13.7800,14.1400
C30_QC_00.d,TAG(50:5_FA20:5),13.9600,14.3000
C30_QC_01.d,TAG(50:5_FA20:5),13.7500,14.2700
C30_QC_02.d,TAG(50:5_FA20:5),13.9000,14.2700
C30_QC_00.d,TAG(50:6_FA20:4),13.5600,13.9300
